match_date,league,weather,is_derby,home_form,away_form,home_attack,away_attack,home_defense,away_defense,target
2022-05-08,EPL,clear,1,-0.9851580323108263,1.3812790155589258,1.9076359704420263,0.2376338670416892,0.5540362197145243,0.08455021641444835,away_win
2021-10-14,Bundesliga,rain,0,-0.8608416785235702,1.6765947982456966,1.2213561293133421,-0.01275605048124964,-0.48616419417270906,-0.7882831507849641,away_win
2021-10-31,Bundesliga,clear,0,2.457424092075892,0.7173484576086773,-0.798145704786435,-0.568812670082858,0.3494512232841407,-0.2606931921224477,home_win
2021-12-11,SerieA,clear,0,1.8017419477471466,-1.19034348816837,-0.0849898009367489,-0.5261927459918712,0.9199888455514643,0.14493225207670593,home_win
2021-12-12,SerieA,clear,0,-0.4117494176846493,0.4906069024558882,0.12103793966357433,0.29332087168550824,0.6688085075182737,-0.10272399871212885,home_win
2022-09-15,Ligue1,clear,0,-0.3635832903067989,0.8508609038591928,1.5263031999864394,-0.9768881363874414,0.3487197254894737,1.572735949794239,draw
2023-07-22,EPL,clear,0,-1.1492039971882941,0.7257079833187221,0.437517713367115,0.45172934562351613,0.6421282961845167,1.0099555568163612,away_win
2024-04-12,Bundesliga,rain,1,-1.9081304132252668,0.7849542886879182,0.17629262109645927,-0.47157895964918195,0.6884110538887852,0.2899804984934966,away_win
2024-04-08,LaLiga,clear,0,-0.11688018640852403,0.3632630792475308,-0.1998795870983077,0.12736730464823023,1.495501161383926,-0.7631461827195023,draw
2022-01-26,EPL,clear,1,-0.9978519832440257,-0.0724123388305437,-0.0505570358546391,1.3839625661685588,-0.03405069946277105,-0.8240230918979533,away_win
2022-10-11,SerieA,clear,1,-0.08485053166200977,-0.6083674959040184,1.3045920856783244,-0.16819204522695244,0.16395699344238868,1.9738110352804106,home_win
2022-10-06,Ligue1,clear,0,-1.6002058490434774,-1.8979355185014963,0.0037053507974743488,0.9198043401919923,0.9320668089761116,-1.0098854360721943,draw
2021-11-07,Bundesliga,rain,1,-0.7619744583102578,0.33964176671335083,-0.3949972712981747,-1.7920328558838285,-0.490387609763513,0.11385961815052391,draw
2021-09-09,Bundesliga,clear,0,0.14862709530283086,0.18605284365218855,-0.5645071656136869,-0.4703630136405947,-1.3352674726779856,0.36094871434867937,away_win
2022-07-20,Bundesliga,clear,0,0.3662095977839374,0.5575758428248162,-0.553765153836162,0.027688621076072818,0.49323017458277063,-0.31132365148330604,draw
2023-12-05,Bundesliga,snow,0,0.41747195874201454,-1.3375436932928941,-1.402095996042765,1.923330679206459,-0.2060236846159446,-1.0022037645773594,away_win
2022-08-21,SerieA,clear,0,-1.3204889841570373,0.6450166893150603,-0.750375308326479,-1.9599520832598905,-1.2075274117343677,-0.784896639006487,away_win
2022-08-19,EPL,rain,0,0.8546857301355617,2.054545094620777,1.498420275650323,-0.09620986189277686,0.5005419293798373,-0.5465050023040284,draw
2024-04-23,Ligue1,clear,1,-0.8002116966018503,0.07845013077791134,-0.20659926056749658,1.456688850916263,1.4311330150292483,-0.7094928690977791,away_win
2022-08-13,SerieA,clear,0,0.6328579146073064,-0.06166531920654083,0.7044116685560984,-0.785020405266872,-1.629742546289086,1.3277203931809305,home_win
2023-06-18,SerieA,clear,1,-0.010638676618193147,0.309002356085701,-2.4787565179008344,-0.21283881042567027,1.0223249952164812,-0.00912599347262875,away_win
2024-04-08,LaLiga,clear,0,-1.3763874990779479,2.032337024710338,0.5683113089658791,0.3317389850555395,-2.5370675157456817,-0.5238011011476121,away_win
2021-11-26,EPL,clear,0,-0.31619770458118795,-1.023647761699891,-0.16135270436911373,0.18450855372278024,-0.4002866301815139,0.10695804386720552,draw
2022-12-24,Ligue1,clear,0,0.3653637420637676,0.20320693339390494,-0.48144002289050875,1.5657704754544142,1.8405159122425798,0.6679559052949144,away_win
